TREEID,FAMILY,TAXA,COMMON_NAME,TAG,TAGID,LIVE_TREE,DBH,THEIGHT,HEIGHT_LIVETOP,HEIGHT_LIVEBASE,CROWNWIDTH1,CROWNWIDTH2,CANOPYMISSING,CROWN_LIGHTEXP,NUM_STEMS,TEAM,TREE_TYPE,DATE_MEASURE,TREE_ID_YR,NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
6539,,Cedrus atlantica 'Glauca',,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190614175851
6543,,Pinus syvestrous,,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190614175851
2761,,Acer platanoides 'Crimson King',,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190614175851
2762,,Acer platanoides 'Crimson King',,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190614175851
2763,,Acer platanoides 'Crimson King',,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190614175851
2768,,Ilex aquifolium 'Myrtifolia',,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190614175851
2774,,Betula utilis var. jaquemontii,,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190614175851
2775,,Prunus cerasifera 'Nigra',,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190614175851
2777,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190614175851
6641,,Chamaesyparis lawsowniana,,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190614175851
6644,,Chamaesyparis lawsowniana,,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190614175851
6646,,Chamaesyparis lawsowniana,,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190614175851
6650,,Populus tricocarpa,,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190614175851
7053,,Thuja plicat,,,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20190614175851
7109,,Chamaecyparis obtusa 'Nana',,,,,,,,,,,,,,,,,,,PLAN,20190614175856,PLAN,20190614175856
7110,,Chamaecyparis obtusa 'Nana',,,,,,,,,,,,,,,,,,,PLAN,20190614175856,PLAN,20190614175856
7111,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175856,PLAN,20190614175856
7126,,Chamaecyparis obtusa 'Nana',,,,,,,,,,,,,,,,,,,PLAN,20190614175856,PLAN,20190614175856
7127,,Chamaecyparis obtusa 'Nana',,,,,,,,,,,,,,,,,,,PLAN,20190614175856,PLAN,20190614175856
7132,,Thuja plicata 'Zebrina',,,,,,,,,,,,,,,,,,,PLAN,20190614175856,PLAN,20190614175856
7133,,Cercis canadensis 'Forest Pansy',,,,,,,,,,,,,,,,,,,PLAN,20190614175856,PLAN,20190614175856
5359,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5360,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5362,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5363,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5364,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5365,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5366,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5367,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5368,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5369,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5371,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5377,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5379,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5380,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5381,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5382,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5385,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5386,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5387,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5388,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5389,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
5390,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175857,PLAN,20190614175857
6548,,Pinus sylvestrous,,,,,,,,,,,,,,,,,,,PLAN,20190614175900,PLAN,20190614175900
6549,,Pinus sylvestrous,,,,,,,,,,,,,,,,,,,PLAN,20190614175900,PLAN,20190614175900
6550,,Chamaecyparis lawsownia 'Aurea',,,,,,,,,,,,,,,,,,,PLAN,20190614175900,PLAN,20190614175900
6552,,Chamaecyparis pisifera filifera group,,,,,,,,,,,,,,,,,,,PLAN,20190614175900,PLAN,20190614175900
6561,,Quercus palustris 'Green Pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6564,,Quercus palustris 'Green Pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6565,,Quercus palustris 'Green Pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6566,,Quercus palustris 'Green pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6567,,Quercus palustris 'Green pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6570,,Quercus palustris 'Green pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6571,,Quercus palustris 'Green Pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6573,,Quercus palustris 'Green Pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6574,,Quercus palustris 'Green Pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6575,,Quercus palustris 'Green Pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6576,,Quercus palustris 'Green pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6577,,Quercus palustris 'Green Pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6578,,Quercus palustris 'Green pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6579,,Quercus palustris 'Green Pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6580,,Quercus palustris 'Green pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6582,,Quercus palustris 'Green pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
3867,,Fraxinus ornus?,,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
3868,,Viburnum,,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
3869,,Tsonga heterophylla,,,,,,,,,,,,,,,,,,,PLAN,20190614175901,PLAN,20190614175901
6596,,Tilia americana,,,,,,,,,,,,,,,,,,,PLAN,20190614175904,PLAN,20190614175904
6614,,Cidrus diodara,,,,,,,,,,,,,,,,,,,PLAN,20190614175905,PLAN,20190614175905
3319,,Quercus robur 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190614175906
3320,,Quercus robur 'Fastigiata',,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190614175906
3910,,?,,,,,,,,,,,,,,,,,,,PLAN,20190614175902,PLAN,20190614175902
3911,,Juniperus squamata 'Meyeri',,,,,,,,,,,,,,,,,,,PLAN,20190614175902,PLAN,20190614175902
2960,,Carpinus tchonoskii,,,,,,,,,,,,,,,,,,,PLAN,20190614175902,PLAN,20190614175902
2961,,Fraxinus sp.,,,,,,,,,,,,,,,,,,,PLAN,20190614175902,PLAN,20190614175902
2962,,Fraxinus sp.,,,,,,,,,,,,,,,,,,,PLAN,20190614175902,PLAN,20190614175902
2963,,Fraxinus sp.,,,,,,,,,,,,,,,,,,,PLAN,20190614175902,PLAN,20190614175902
6584,,Quercus palustris 'Green pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175903,PLAN,20190614175903
6587,,Quercus palustris 'Green pillar',,,,,,,,,,,,,,,,,,,PLAN,20190614175903,PLAN,20190614175903
6099,,Liquidabar styraciflua,,,,,,,,,,,,,,,,,,,PLAN,20190614175859,PLAN,20190614175859
6100,,Liquidabar styraciflua,,,,,,,,,,,,,,,,,,,PLAN,20190614175859,PLAN,20190614175859
6127,,Liquidabar styraciflua,,,,,,,,,,,,,,,,,,,PLAN,20190614175859,PLAN,20190614175859
2834,,Cercidiphyllum,,N,,Live,11,7.6000000000000005,7.6000000000000005,1.28,5.7,6.1000000000000005,15,4,,4,,,,,PLAN,20190614175911,PLAN,20190614175911
4023,,Cornus Mas,,N,,Live,247,6.525,,1.16,7.5,7.3,20,3,,7,,,,,PLAN,20190614175911,PLAN,20190614175911
4163,,Magnolia bybrids,,N,,Live,28,5.3100000000000005,5.3100000000000005,0.43,5.7,4.4,20,4,,6,,,,,PLAN,20190614175911,PLAN,20190614175911
4015,,Acer x freemanii 'Armstrong',,N,,Live,403,16.17,,2.15,5,4.2,0,5,,7,,,,,PLAN,20190614175911,PLAN,20190614175911
4022,,Acer Palmatum,,Y,5626,Live,425,10.0225,,1.2,7.5,7.3,15,4,,7,,,,,PLAN,20190614175911,PLAN,20190614175911
2928,,Tilia americana,,Y,5946,Live,45,12.450000000000001,12.450000000000001,1.47,14.1,10,20,3,,2,,,,,PLAN,20190614175911,PLAN,20190614175911
4527,,Laburnum x wateri vossil,,Y,5957,Live,54,10.22,9.23,2.13,11,6.25,50,4,,3,,,,,PLAN,20190614175911,PLAN,20190614175911
4073,,Airbus aria,,N,,Live,11,5.42,3.66,1.75,4.3,4.3,20,5,,11,,,,,PLAN,20190614175911,PLAN,20190614175911
4130,,Parrotia persica,,Y,7895,Live,11,6.8,6.34,0.9,5.7,4.6000000000000005,30,4,,5,,,,,PLAN,20190614175911,PLAN,20190614175911
4203,,Platanus hispanica,,N,,Live,17,15.11,15.11,3.08,7.7,7.2,5,5,,4,,,,,PLAN,20190614175911,PLAN,20190614175911
4028,,Zelkova Serrata,,N,,Live,124,5.8175,,1.5,6.3500000000000005,6.1000000000000005,30,4,,7,,,,,PLAN,20190614175911,PLAN,20190614175911
3344,,Populus nigra 'Italica',,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190614175906
3345,,Populus nigra 'Italica',,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190614175906
3346,,Populus nigra 'Italica',,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190614175906
3347,,Populus nigra 'Italica',,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190614175906
3348,,Populus nigra 'Italica',,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190614175906
3349,,Populus nigra 'Italica',,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190614175906
3350,,Populus nigra 'Italica',,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190614175906
3351,,Prunus cerasifera 'Nigra',,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190614175906
3523,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20190614175906
3525,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
3526,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
3527,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
3532,,Thuja plicata 'Zebrina',,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
3535,,Juglans ailanthifolia,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
3538,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
3549,,Thus plicata 'Zebrina',,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
3550,,Thuja plicata 'Zebrina',,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
3551,,Thuja plicata 'Zebrina',,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
4243,,Corylus Svetlana 'Contorta',,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
4267,,Quercus myrsinifolia,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
4268,,Magnolia hybrid,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
4269,,Magnolia hybrid,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
4270,,Magnolia hybrid,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
4271,,Magnolia hybrid,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
4272,,Magnolia hybrid,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
4289,,Cupressus lawsowniana,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
4291,,Acer palmatum var. dissectum 'Atropurpureum',,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
4296,,Cupressus lawsowniana,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
4297,,Cupressus lawsowniana,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
4305,,Magnolia hybrid,,,,,,,,,,,,,,,,,,,PLAN,20190614175907,PLAN,20190614175907
4306,,Quercus myrsinifolia,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
4308,,Prunus Sato zakura group,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2159,,Liriodendron tulilpifera,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2160,,Liriodendron tulilpifera,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2161,,Liriodendron tulilpifera,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2162,,Liriodendron tulilpifera,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2163,,Liriodendron tulilpifera,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2164,,Liriodendron tulilpifera,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2165,,Liriodendron tulilpifera,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2166,,Liriodendron tulilpifera,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2167,,Liriodendron tulilpifera,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2168,,Fagus sylvatica 'Dawyk',,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2169,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2170,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2,,,,,,,22,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
321,,,,,,,20,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
1601,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
1967,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
1968,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
1972,,Cornus 'Eddie's White Wonder',,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
1973,,Juniperus squamata 'Meyeri',,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
1985,,Cryptomeria japonica 'Elegans',,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
4331,,Acer glabrum,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
4332,,Acer glabrum,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2101,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2102,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175908,PLAN,20190614175908
2103,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2104,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2105,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2106,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2107,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2108,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2109,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2110,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2111,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2133,,Robinia pseudoacacia 'Frisia',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2134,,Robinia pseudoacacia 'Frisia',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2135,,Robinia pseudoacacia 'Frisia',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2139,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2140,,Fagus sylvatica 'Dawyck',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2142,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2147,,Robinia pseudoacacia 'Frisia',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2148,,Robinia pseudoacacia 'Frisia',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2149,,Robinia pseudoacacia 'Frisia',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2150,,Robinia pseudoacacia 'Frisia',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2151,,Robinia pseudoacacia 'Frisia',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
4204,,Prunus serrulata 'Kanzan',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
4206,,Prunus serrulata 'Kanzan',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
4207,,Prunus serrulata 'Kanzan',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
4208,,Prunus serrulata 'Kanzan',,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
4212,,Malus x domestica,,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2039,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2045,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20190614175909
2080,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175910,PLAN,20190614175910
2087,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175910,PLAN,20190614175910
2088,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175910,PLAN,20190614175910
2089,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175910,PLAN,20190614175910
2090,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175910,PLAN,20190614175910
2092,,Ulmus sp.,,,,,,,,,,,,,,,,,,,PLAN,20190614175910,PLAN,20190614175910
2097,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175910,PLAN,20190614175910
2098,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175910,PLAN,20190614175910
2099,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175910,PLAN,20190614175910
2100,,Fraxinus angustifolia 'Raywood',,,,,,,,,,,,,,,,,,,PLAN,20190614175910,PLAN,20190614175910
2065,,,,,,,,,,,,,,,,,,,,,PLAN,20190614175910,PLAN,20190614175910
2933,,Carpinus betulus 'Fastigiata',,Y,160,Live,34,15.120000000000001,15.120000000000001,2.66,14.8,10,35,2,,2,,,,,PLAN,20190614175910,PLAN,20190614175910
4057,,Magnolia bybrids,,N,,Live,37,3.5500000000000003,3.5500000000000003,0.55,3.93,3.6,0,4,,6,,,,,PLAN,20190614175910,PLAN,20190614175910
2907,,Corylus maxima purpurea,,N,,Live,8,8.38,8.38,1.78,6.05,6,40,1,,3,,,,,PLAN,20190614175910,PLAN,20190614175910
4081,,Acer Circinatum,,N,,Live,79,3.0380000000000003,,0.05,2.3000000000000003,2.1,40,4,,7,,,,,PLAN,20190614175910,PLAN,20190614175910
4249,,Prunus sato zakura,,N,,Live,44,4.95,4.95,,,,10,5,,4,,,,,PLAN,20190614175910,PLAN,20190614175910
2215,,Ulmus laveis,,Y,7732,Live,59,18.080000000000002,18.080000000000002,5.4,12.01,11.03,20,3,,4,,,,,PLAN,20190614175910,PLAN,20190614175910
4123,,Fagus sylvatica 'Dawyck',,Y,7883,Live,54,16.7,16.7,1.3800000000000001,4.84,2.71,40,4,,6,,,,,PLAN,20190614175910,PLAN,20190614175910
4535,,Chamecyparis pisifera squarrosa,,Y,4814,Live,71,19.05,19.05,4.48,7.5,9.200000000000001,45,3,,4,,,,,PLAN,20190614175910,PLAN,20190614175910
4124,,Fagus sylvatica 'Dawyck',,N,,Live,51,11.4,11.4,1.86,3.99,1.92,50,4,,6,,,,,PLAN,20190614175910,PLAN,20190614175910
4518,,Prunus yedonensis 'Akebono',,N,,Live,16,6.3,6.3,1.92,5.7,5.6000000000000005,20,5,,2,,,,,PLAN,20190614175910,PLAN,20190614175910
4031,,Zelkova Serrata,,N,,Live,101,5.14,,1.35,3.8000000000000003,4.5,5,5,,7,,,,,PLAN,20190614175911,PLAN,20190614175911
4511,,Prunus Yedonensis 'Akebono',,N,,Live,14,5.3500000000000005,5.3500000000000005,2.3000000000000003,4.59,4.57,0,5,,9,,,,,PLAN,20190614175914,PLAN,20190614175914
2816,,Cercidiphyllum,,N,,Live,14,7.08,7.08,1.95,3.7,3.8000000000000003,50,5,,4,,,,,PLAN,20190614175914,PLAN,20190614175914
4030,,Zelkova Serrata,,N,,Live,107,5.53,,1.185,5.75,5.4,15,4,,7,,,,,PLAN,20190614175914,PLAN,20190614175914
4016,,Euonymus Europaeus,,N,,Live,104,3.68,,0.8,4.3,3.4,5,4,,7,,,,,PLAN,20190614175916,PLAN,20190614175916
4191,,Carpinus betulus 'Fastigiata',,Y,7841,Live,10,5.36,4.69,0.4,3,2.1,50,3,,5,,,,,PLAN,20190614175916,PLAN,20190614175916
4027,,Acer Rubrum,,N,,Live,464,127.741,,2.15,12.4,11.5,40,5,,7,,,,,PLAN,20190614175916,PLAN,20190614175916
2945,,Tilia americana,,Y,5945,Live,51,16.59,16.59,3.65,12.4,11.5,40,5,,2,,,,,PLAN,20190614175916,PLAN,20190614175916
2909,,Corylus maxima purpurea,,N,,Live,10,5.67,5.67,1.93,5.6000000000000005,5,40,2,,3,,,,,PLAN,20190614175916,PLAN,20190614175916
4082,,Acer Circinatum,,N,,Live,64,2.3075,,0.8,1.8,1.8,35,4,,7,,,,,PLAN,20190614175916,PLAN,20190614175916
4085,,Acer Circinatum,,N,,Live,80,3.72,,0.5,2.4,2.1,25,5,,7,,,,,PLAN,20190614175916,PLAN,20190614175916
4507,,Prunus yedonensis 'Akebono',,N,,Live,22,7.26,7.26,1.86,6.1000000000000005,5.7,20,5,,2,,,,,PLAN,20190614175916,PLAN,20190614175916
4055,,Magnolia bybrids,,N,,Live,30,5.08,5.08,0.1,3.35,3.17,30,4,,6,,,,,PLAN,20190614175916,PLAN,20190614175916
4172,,Platanus hispanica,,N,,Live,11,6.98,6.98,1.75,4.5,4.2,5,5,,4,,,,,PLAN,20190614175916,PLAN,20190614175916
4262,,"Fagus sylvatica ""duwyck""",,N,,Live,11,8.01,8.01,0.32,1.7,2.2,48,5,,4,,,,,PLAN,20190614175916,PLAN,20190614175916
2807,,"Acer x freemani ""armstrong""",,N,,Live,13,7.930000000000001,7.930000000000001,1.72,3,3.1,5,1,,4,,,,,PLAN,20190614175916,PLAN,20190614175916
4150,,Magnolia hybrid,,N,,Live,3,2.1,2.04,0.2,2.5,1.9000000000000001,10,5,,5,,,,,PLAN,20190614175916,PLAN,20190614175916
4232,,Chamaecyparis pisfora,,N,,Live,,,,,,,,0,,4,,,,,PLAN,20190614175916,PLAN,20190614175916
4504,,Prunus yedonensis 'Akebono',,N,,Live,22,8.22,8.22,1.92,6.8,6.1000000000000005,5,5,,2,,,,,PLAN,20190614175916,PLAN,20190614175916
2126,,N/A,,N,,Live,,22.69,15.56,7.140000000000001,12.9,8.6,45,3,,8,,,,,PLAN,20190614175916,PLAN,20190614175916
2189,,Eriobotrya Japonica,,N,,Live,84,2.625,,0.1,3.8000000000000003,3.6,15,4,,7,,,,,PLAN,20190614175916,PLAN,20190614175916
4047,,Tsonga heterophylla,,Y,5565,Live,44,17.09,14.120000000000001,2.98,11.700000000000001,11.3,10,2,,11,,,,,PLAN,20190614175916,PLAN,20190614175916
4112,,Betula nigra heritage,,N,,Live,25,5.16,5.16,0.5,4.16,3.86,5,4,,6,,,,,PLAN,20190614175917,PLAN,20190614175917
4519,,Prunus yedonensis 'Akebono',,N,,Live,13,7.08,7.08,2.22,5.6000000000000005,4.3,25,5,,2,,,,,PLAN,20190614175917,PLAN,20190614175917
